holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,hour,day_of_week,month,year,is_weekend,hour_sin,hour_cos,day_sin,day_cos,is_holiday,has_precipitation,is_low_visibility,is_severe_weather,temp_c,temp_z,clouds_z,traffic_category,congestion_category,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm
None,288.28,0.0,0.0,40,Clouds,scattered clouds,2012-10-02 09:00:00,5545,9,1,10,2012,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0,0,0,0,15.129999999999995,0.5522811718252073,-0.24004614103271282,High,Severe,0,1,0,0,0,0,0,0,0,0,0
None,289.36,0.0,0.0,75,Clouds,broken clouds,2012-10-02 10:00:00,4516,10,1,10,2012,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0,16.210000000000036,0.6372514822702529,0.657039829562924,Medium,High,0,1,0,0,0,0,0,0,0,0,0
None,289.58,0.0,0.0,90,Clouds,overcast clouds,2012-10-02 11:00:00,4767,11,1,10,2012,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0,0,0,0,16.430000000000007,0.6545602492127591,1.0415052455324827,Medium,High,0,1,0,0,0,0,0,0,0,0,0
None,290.13,0.0,0.0,90,Clouds,overcast clouds,2012-10-02 12:00:00,5026,12,1,10,2012,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0,0,0,0,16.980000000000018,0.6978321665690315,1.0415052455324827,Medium,Severe,0,1,0,0,0,0,0,0,0,0,0
None,291.14,0.0,0.0,75,Clouds,broken clouds,2012-10-02 13:00:00,4918,13,1,10,2012,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0,0,0,0,17.99000000000001,0.7772951420778204,0.657039829562924,Medium,High,0,1,0,0,0,0,0,0,0,0,0
None,291.72,0.0,0.0,1,Clear,sky is clear,2012-10-02 14:00:00,5181,14,1,10,2012,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,0,0,0,18.57000000000005,0.8229273458353462,-1.2396562225535652,Medium,Severe,1,0,0,0,0,0,0,0,0,0,0
None,293.17,0.0,0.0,1,Clear,sky is clear,2012-10-02 15:00:00,5584,15,1,10,2012,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0,0,0,0,20.02000000000004,0.9370078552291521,-1.2396562225535652,High,Severe,1,0,0,0,0,0,0,0,0,0,0
None,293.86,0.0,0.0,1,Clear,sky is clear,2012-10-02 16:00:00,6015,16,1,10,2012,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,0,0,0,20.710000000000036,0.991294442457929,-1.2396562225535652,High,Severe,1,0,0,0,0,0,0,0,0,0,0
None,294.14,0.0,0.0,20,Clouds,few clouds,2012-10-02 17:00:00,5791,17,1,10,2012,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0,0,0,0,20.99000000000001,1.0133237822029377,-0.752666695658791,High,Severe,0,1,0,0,0,0,0,0,0,0,0
None,293.1,0.0,0.0,20,Clouds,few clouds,2012-10-02 18:00:00,4770,18,1,10,2012,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,0,0,0,19.950000000000045,0.9315005202928999,-0.752666695658791,Medium,High,0,1,0,0,0,0,0,0,0,0,0
None,290.97,0.0,0.0,20,Clouds,few clouds,2012-10-02 19:00:00,3539,19,1,10,2012,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0,0,0,0,17.82000000000005,0.763920185804067,-0.752666695658791,Low,High,0,1,0,0,0,0,0,0,0,0,0
None,289.38,0.0,0.0,1,Clear,sky is clear,2012-10-02 20:00:00,2784,20,1,10,2012,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,0,0,16.230000000000018,0.6388250065377522,-1.2396562225535652,Low,Medium,1,0,0,0,0,0,0,0,0,0,0
